timeStamp,elapsed,responseCode,responseMessage,threadName,success,bytes,sentBytes,URL,Latency,Connect
1675725108842,1234,200,OK,new.astrology.com 1-1,true,76197,397,https://new.astrology.com/horoscope/daily.html,235,52
1675725108842,235,301,Moved Permanently,new.astrology.com 1-1,true,295,129,http://new.astrology.com/daily.html,235,52
1675725109077,475,301,Moved Permanently,new.astrology.com 1-1,true,598,129,https://new.astrology.com/daily.html,474,228
1675725109552,524,200,OK,new.astrology.com 1-1,true,75304,139,https://new.astrology.com/horoscope/daily.html,424,0
1675725109342,963,200,OK,new.astrology.com 1-2,true,76199,397,https://new.astrology.com/horoscope/daily.html,155,0
1675725109342,155,301,Moved Permanently,new.astrology.com 1-2,true,295,129,http://new.astrology.com/daily.html,155,0
1675725109498,438,301,Moved Permanently,new.astrology.com 1-2,true,598,129,https://new.astrology.com/daily.html,438,225
1675725109936,369,200,OK,new.astrology.com 1-2,true,75306,139,https://new.astrology.com/horoscope/daily.html,316,0
1675725110076,550,200,OK,new.astrology.com 1-1,true,76199,397,https://new.astrology.com/horoscope/daily.html,58,0
1675725110076,58,301,Moved Permanently,new.astrology.com 1-1,true,295,129,http://new.astrology.com/daily.html,58,0
1675725110134,251,301,Moved Permanently,new.astrology.com 1-1,true,598,129,https://new.astrology.com/daily.html,251,0
1675725110385,241,200,OK,new.astrology.com 1-1,true,75306,139,https://new.astrology.com/horoscope/daily.html,239,0
1675725110305,429,200,OK,new.astrology.com 1-2,true,76197,397,https://new.astrology.com/horoscope/daily.html,55,0
1675725110305,55,301,Moved Permanently,new.astrology.com 1-2,true,295,129,http://new.astrology.com/daily.html,55,0
1675725110360,144,301,Moved Permanently,new.astrology.com 1-2,true,598,129,https://new.astrology.com/daily.html,144,0
1675725110504,230,200,OK,new.astrology.com 1-2,true,75304,139,https://new.astrology.com/horoscope/daily.html,228,0
1675725109846,927,200,OK,new.astrology.com 1-3,true,76198,397,https://new.astrology.com/horoscope/daily.html,155,0
1675725109846,155,301,Moved Permanently,new.astrology.com 1-3,true,295,129,http://new.astrology.com/daily.html,155,0
1675725110001,434,301,Moved Permanently,new.astrology.com 1-3,true,598,129,https://new.astrology.com/daily.html,434,214
1675725110435,338,200,OK,new.astrology.com 1-3,true,75305,139,https://new.astrology.com/horoscope/daily.html,285,0
1675725110626,409,200,OK,new.astrology.com 1-1,true,76198,397,https://new.astrology.com/horoscope/daily.html,55,0
1675725110626,55,301,Moved Permanently,new.astrology.com 1-1,true,295,129,http://new.astrology.com/daily.html,55,0
1675725110681,132,301,Moved Permanently,new.astrology.com 1-1,true,598,129,https://new.astrology.com/daily.html,132,0
1675725110813,222,200,OK,new.astrology.com 1-1,true,75305,139,https://new.astrology.com/horoscope/daily.html,221,0
1675725110734,420,200,OK,new.astrology.com 1-2,true,76196,397,https://new.astrology.com/horoscope/daily.html,61,0
1675725110734,61,301,Moved Permanently,new.astrology.com 1-2,true,295,129,http://new.astrology.com/daily.html,61,0
1675725110795,127,301,Moved Permanently,new.astrology.com 1-2,true,598,129,https://new.astrology.com/daily.html,127,0
1675725110922,232,200,OK,new.astrology.com 1-2,true,75303,139,https://new.astrology.com/horoscope/daily.html,230,0
1675725110773,461,200,OK,new.astrology.com 1-3,true,76199,397,https://new.astrology.com/horoscope/daily.html,54,0
1675725110773,54,301,Moved Permanently,new.astrology.com 1-3,true,295,129,http://new.astrology.com/daily.html,54,0
1675725110827,153,301,Moved Permanently,new.astrology.com 1-3,true,598,129,https://new.astrology.com/daily.html,153,0
1675725110980,254,200,OK,new.astrology.com 1-3,true,75306,139,https://new.astrology.com/horoscope/daily.html,251,0
1675725110345,1002,200,OK,new.astrology.com 1-4,true,76197,397,https://new.astrology.com/horoscope/daily.html,159,0
1675725110345,159,301,Moved Permanently,new.astrology.com 1-4,true,295,129,http://new.astrology.com/daily.html,159,0
1675725110505,528,301,Moved Permanently,new.astrology.com 1-4,true,598,129,https://new.astrology.com/daily.html,528,206
1675725111033,314,200,OK,new.astrology.com 1-4,true,75304,139,https://new.astrology.com/horoscope/daily.html,262,0
1675725111035,408,200,OK,new.astrology.com 1-1,true,76199,397,https://new.astrology.com/horoscope/daily.html,56,0
1675725111035,56,301,Moved Permanently,new.astrology.com 1-1,true,295,129,http://new.astrology.com/daily.html,56,0
1675725111091,134,301,Moved Permanently,new.astrology.com 1-1,true,598,129,https://new.astrology.com/daily.html,134,0
1675725111225,218,200,OK,new.astrology.com 1-1,true,75306,139,https://new.astrology.com/horoscope/daily.html,217,0
1675725111154,396,200,OK,new.astrology.com 1-2,true,76196,397,https://new.astrology.com/horoscope/daily.html,53,0
1675725111154,53,301,Moved Permanently,new.astrology.com 1-2,true,295,129,http://new.astrology.com/daily.html,53,0
1675725111207,119,301,Moved Permanently,new.astrology.com 1-2,true,598,129,https://new.astrology.com/daily.html,119,0
1675725111326,224,200,OK,new.astrology.com 1-2,true,75303,139,https://new.astrology.com/horoscope/daily.html,223,0
1675725111347,445,200,OK,new.astrology.com 1-4,true,76197,397,https://new.astrology.com/horoscope/daily.html,55,0
1675725111347,55,301,Moved Permanently,new.astrology.com 1-4,true,295,129,http://new.astrology.com/daily.html,55,0
1675725111402,132,301,Moved Permanently,new.astrology.com 1-4,true,598,129,https://new.astrology.com/daily.html,132,0
1675725111534,258,200,OK,new.astrology.com 1-4,true,75304,139,https://new.astrology.com/horoscope/daily.html,256,0
1675725111443,424,200,OK,new.astrology.com 1-1,true,76198,397,https://new.astrology.com/horoscope/daily.html,56,0
1675725111443,56,301,Moved Permanently,new.astrology.com 1-1,true,295,129,http://new.astrology.com/daily.html,56,0
1675725111499,122,301,Moved Permanently,new.astrology.com 1-1,true,598,129,https://new.astrology.com/daily.html,122,0
1675725111621,246,200,OK,new.astrology.com 1-1,true,75305,139,https://new.astrology.com/horoscope/daily.html,244,0
1675725111550,389,200,OK,new.astrology.com 1-2,true,76196,397,https://new.astrology.com/horoscope/daily.html,55,0
1675725111550,55,301,Moved Permanently,new.astrology.com 1-2,true,295,129,http://new.astrology.com/daily.html,55,0
1675725111605,122,301,Moved Permanently,new.astrology.com 1-2,true,598,129,https://new.astrology.com/daily.html,122,0
1675725111727,212,200,OK,new.astrology.com 1-2,true,75303,139,https://new.astrology.com/horoscope/daily.html,210,0
1675725110843,1208,200,OK,new.astrology.com 1-5,true,76196,397,https://new.astrology.com/horoscope/daily.html,157,1
1675725110843,157,301,Moved Permanently,new.astrology.com 1-5,true,295,129,http://new.astrology.com/daily.html,157,1
1675725111001,429,301,Moved Permanently,new.astrology.com 1-5,true,598,129,https://new.astrology.com/daily.html,429,211
1675725111430,621,200,OK,new.astrology.com 1-5,true,75303,139,https://new.astrology.com/horoscope/daily.html,522,0
1675725111234,921,200,OK,new.astrology.com 1-3,true,76202,397,https://new.astrology.com/horoscope/daily.html,65,0
1675725111234,65,301,Moved Permanently,new.astrology.com 1-3,true,295,129,http://new.astrology.com/daily.html,65,0
1675725111299,273,301,Moved Permanently,new.astrology.com 1-3,true,598,129,https://new.astrology.com/daily.html,273,0
1675725111572,583,200,OK,new.astrology.com 1-3,true,75309,139,https://new.astrology.com/horoscope/daily.html,481,0
1675725111867,401,200,OK,new.astrology.com 1-1,true,76196,397,https://new.astrology.com/horoscope/daily.html,57,0
1675725111867,57,301,Moved Permanently,new.astrology.com 1-1,true,295,129,http://new.astrology.com/daily.html,57,0
1675725111924,121,301,Moved Permanently,new.astrology.com 1-1,true,598,129,https://new.astrology.com/daily.html,121,0
1675725112045,223,200,OK,new.astrology.com 1-1,true,75303,139,https://new.astrology.com/horoscope/daily.html,221,0
1675725111341,950,200,OK,new.astrology.com 1-6,true,76200,397,https://new.astrology.com/horoscope/daily.html,169,0
1675725111341,169,301,Moved Permanently,new.astrology.com 1-6,true,295,129,http://new.astrology.com/daily.html,169,0
1675725111510,453,301,Moved Permanently,new.astrology.com 1-6,true,598,129,https://new.astrology.com/daily.html,453,228
1675725111964,327,200,OK,new.astrology.com 1-6,true,75307,139,https://new.astrology.com/horoscope/daily.html,275,0
1675725111939,389,200,OK,new.astrology.com 1-2,true,76198,397,https://new.astrology.com/horoscope/daily.html,55,0
1675725111939,55,301,Moved Permanently,new.astrology.com 1-2,true,295,129,http://new.astrology.com/daily.html,55,0
1675725111994,119,301,Moved Permanently,new.astrology.com 1-2,true,598,129,https://new.astrology.com/daily.html,119,0
1675725112113,215,200,OK,new.astrology.com 1-2,true,75305,139,https://new.astrology.com/horoscope/daily.html,213,0
1675725112051,388,200,OK,new.astrology.com 1-5,true,76197,397,https://new.astrology.com/horoscope/daily.html,54,0
1675725112051,54,301,Moved Permanently,new.astrology.com 1-5,true,295,129,http://new.astrology.com/daily.html,54,0
1675725112105,126,301,Moved Permanently,new.astrology.com 1-5,true,598,129,https://new.astrology.com/daily.html,126,0
1675725112231,208,200,OK,new.astrology.com 1-5,true,75304,139,https://new.astrology.com/horoscope/daily.html,207,0
1675725111792,686,200,OK,new.astrology.com 1-4,true,76204,397,https://new.astrology.com/horoscope/daily.html,56,0
1675725111792,56,301,Moved Permanently,new.astrology.com 1-4,true,295,129,http://new.astrology.com/daily.html,56,0
1675725111848,138,301,Moved Permanently,new.astrology.com 1-4,true,598,129,https://new.astrology.com/daily.html,138,0
1675725111987,491,200,OK,new.astrology.com 1-4,true,75311,139,https://new.astrology.com/horoscope/daily.html,393,0
1675725112155,391,200,OK,new.astrology.com 1-3,true,76198,397,https://new.astrology.com/horoscope/daily.html,55,0
1675725112155,55,301,Moved Permanently,new.astrology.com 1-3,true,295,129,http://new.astrology.com/daily.html,55,0
1675725112210,122,301,Moved Permanently,new.astrology.com 1-3,true,598,129,https://new.astrology.com/daily.html,122,0
1675725112332,214,200,OK,new.astrology.com 1-3,true,75305,139,https://new.astrology.com/horoscope/daily.html,211,0
