timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,bytes,sentBytes,grpThreads,allThreads,URL,Latency
1676660790350,1121,/zodiac-woman,200,OK,Thread Group 1-1,text,true,61157,262,3,3,https://uat.astrology.com/zodiac-woman,215
1676660790751,868,/zodiac-signs/virgo,200,OK,Thread Group 1-2,text,true,105939,274,4,4,https://uat.astrology.com/zodiac-signs/virgo,156
1676660791153,850,/zodiac-signs/taurus,200,OK,Thread Group 1-3,text,true,102987,276,5,5,https://uat.astrology.com/zodiac-signs/taurus,161
1676660791472,869,/zodiac-signs/scorpio,200,OK,Thread Group 1-1,text,true,108016,278,5,5,https://uat.astrology.com/zodiac-signs/scorpio,171
1676660791620,824,/zodiac-signs/pisces,200,OK,Thread Group 1-2,text,true,107180,276,6,6,https://uat.astrology.com/zodiac-signs/pisces,158
1676660791552,991,/zodiac-signs/sagittarius,200,OK,Thread Group 1-4,text,true,101579,286,6,6,https://uat.astrology.com/zodiac-signs/sagittarius,156
1676660791954,853,/zodiac-signs/libra,200,OK,Thread Group 1-5,text,true,101390,274,7,7,https://uat.astrology.com/zodiac-signs/libra,155
1676660792003,864,/zodiac-signs/leo,200,OK,Thread Group 1-3,text,true,96222,270,7,7,https://uat.astrology.com/zodiac-signs/leo,156
1676660792341,860,/zodiac-signs/gemini,200,OK,Thread Group 1-1,text,true,100645,276,8,8,https://uat.astrology.com/zodiac-signs/gemini,152
1676660792352,875,/zodiac-signs/capricorn,200,OK,Thread Group 1-6,text,true,106153,282,8,8,https://uat.astrology.com/zodiac-signs/capricorn,172
1676660792445,871,/zodiac-signs/cancer,200,OK,Thread Group 1-2,text,true,108140,276,8,8,https://uat.astrology.com/zodiac-signs/cancer,167
1676660792544,800,/zodiac-signs/aries,200,OK,Thread Group 1-4,text,true,94793,274,8,8,https://uat.astrology.com/zodiac-signs/aries,155
1676660792753,831,/zodiac-signs/aquarius,200,OK,Thread Group 1-7,text,true,100953,280,9,9,https://uat.astrology.com/zodiac-signs/aquarius,152
1676660792808,804,/zodiac-signs,200,OK,Thread Group 1-5,text,true,77958,262,9,9,https://uat.astrology.com/zodiac-signs,152
1676660792867,970,/zodiac-man,200,OK,Thread Group 1-3,text,true,61119,258,9,9,https://uat.astrology.com/zodiac-man,155
1676660793155,742,/us/tarot/tarot-yin-yang.aspx,200,OK,Thread Group 1-8,text,true,61546,294,9,9,https://uat.astrology.com/us/tarot/tarot-yin-yang.aspx,152
1676660793202,800,/us/horoscope/yearly-overview-2023.aspx?sign=virgo,200,OK,Thread Group 1-1,text,true,66472,336,10,10,https://uat.astrology.com/us/horoscope/yearly-overview-2023.aspx?sign=virgo,156
1676660793316,767,/us/horoscope/yearly-overview-2023.aspx?sign=scorpio,200,OK,Thread Group 1-2,text,true,66563,340,10,10,https://uat.astrology.com/us/horoscope/yearly-overview-2023.aspx?sign=scorpio,154
1676660793345,739,/us/horoscope/yearly-overview-2023.aspx?sign=sagittarius,200,OK,Thread Group 1-4,text,true,67123,348,10,10,https://uat.astrology.com/us/horoscope/yearly-overview-2023.aspx?sign=sagittarius,157
1676660793228,976,/us/horoscope/yearly-overview-2023.aspx?sign=taurus,200,OK,Thread Group 1-6,text,true,66743,338,10,10,https://uat.astrology.com/us/horoscope/yearly-overview-2023.aspx?sign=taurus,152
1676660793554,768,/us/horoscope/yearly-overview-2023.aspx?sign=pisces,200,OK,Thread Group 1-9,text,true,66478,338,10,10,https://uat.astrology.com/us/horoscope/yearly-overview-2023.aspx?sign=pisces,153
1676660793585,758,/us/horoscope/yearly-overview-2023.aspx?sign=libra,200,OK,Thread Group 1-7,text,true,66534,336,10,10,https://uat.astrology.com/us/horoscope/yearly-overview-2023.aspx?sign=libra,156
1676660793838,755,/us/horoscope/yearly-overview-2023.aspx?sign=gemini,200,OK,Thread Group 1-3,text,true,66479,338,11,11,https://uat.astrology.com/us/horoscope/yearly-overview-2023.aspx?sign=gemini,157
1676660793613,1033,/us/horoscope/yearly-overview-2023.aspx?sign=leo,200,OK,Thread Group 1-5,text,true,66470,332,11,11,https://uat.astrology.com/us/horoscope/yearly-overview-2023.aspx?sign=leo,154
1676660793953,757,/us/horoscope/yearly-overview-2023.aspx?sign=cancer,200,OK,Thread Group 1-10,text,true,66491,338,11,11,https://uat.astrology.com/us/horoscope/yearly-overview-2023.aspx?sign=cancer,155
1676660793897,825,/us/horoscope/yearly-overview-2023.aspx?sign=capricorn,200,OK,Thread Group 1-8,text,true,66531,344,11,11,https://uat.astrology.com/us/horoscope/yearly-overview-2023.aspx?sign=capricorn,155
1676660794003,761,/us/horoscope/yearly-overview-2023.aspx?sign=aries,200,OK,Thread Group 1-1,text,true,66396,336,12,12,https://uat.astrology.com/us/horoscope/yearly-overview-2023.aspx?sign=aries,150
1676660794084,758,/us/horoscope/monthly-work.aspx?when=last-month&sign=taurus,200,OK,Thread Group 1-4,text,true,63486,354,12,12,https://uat.astrology.com/us/horoscope/monthly-work.aspx?when=last-month&sign=taurus,153
1676660794083,799,/us/horoscope/yearly-overview-2023.aspx?sign=aquarius,200,OK,Thread Group 1-2,text,true,66743,342,12,12,https://uat.astrology.com/us/horoscope/yearly-overview-2023.aspx?sign=aquarius,169
1676660794204,740,/us/horoscope/monthly-work.aspx?when=last-month&sign=sagittarius,200,OK,Thread Group 1-6,text,true,63474,364,12,12,https://uat.astrology.com/us/horoscope/monthly-work.aspx?when=last-month&sign=sagittarius,157
1676660794323,744,/us/horoscope/monthly-work.aspx?when=last-month&sign=libra,200,OK,Thread Group 1-9,text,true,63459,352,12,12,https://uat.astrology.com/us/horoscope/monthly-work.aspx?when=last-month&sign=libra,153
1676660794344,737,/us/horoscope/monthly-work.aspx?when=last-month&sign=aquarius,200,OK,Thread Group 1-7,text,true,63213,358,12,12,https://uat.astrology.com/us/horoscope/monthly-work.aspx?when=last-month&sign=aquarius,153
1676660794352,870,/us/horoscope/monthly-overview.aspx?when=last-month&sign=taurus,200,OK,Thread Group 1-11,text,true,69845,362,13,13,https://uat.astrology.com/us/horoscope/monthly-overview.aspx?when=last-month&sign=taurus,154
1676660794594,861,/us/horoscope/monthly-overview.aspx?when=last-month&sign=scorpio,200,OK,Thread Group 1-3,text,true,70020,364,13,13,https://uat.astrology.com/us/horoscope/monthly-overview.aspx?when=last-month&sign=scorpio,155
1676660794711,829,/us/horoscope/monthly-overview.aspx?when=last-month&sign=libra,200,OK,Thread Group 1-10,text,true,69924,360,13,13,https://uat.astrology.com/us/horoscope/monthly-overview.aspx?when=last-month&sign=libra,154
1676660794752,862,/us/horoscope/monthly-overview.aspx?when=last-month&sign=capricorn,200,OK,Thread Group 1-12,text,true,69925,368,14,14,https://uat.astrology.com/us/horoscope/monthly-overview.aspx?when=last-month&sign=capricorn,166
1676660794843,777,/us/horoscope/monthly-love.aspx?when=last-month&sign=taurus,200,OK,Thread Group 1-4,text,true,63441,354,14,14,https://uat.astrology.com/us/horoscope/monthly-love.aspx?when=last-month&sign=taurus,155
1676660794945,747,/us/horoscope/monthly-love.aspx?when=last-month&sign=sagittarius,200,OK,Thread Group 1-6,text,true,63537,364,14,14,https://uat.astrology.com/us/horoscope/monthly-love.aspx?when=last-month&sign=sagittarius,160
1676660795067,760,/us/horoscope/monthly-love.aspx?when=last-month&sign=libra,200,OK,Thread Group 1-9,text,true,63486,352,14,14,https://uat.astrology.com/us/horoscope/monthly-love.aspx?when=last-month&sign=libra,155
1676660795153,751,/us/horoscope/monthly-love.aspx?when=last-month&sign=capricorn,200,OK,Thread Group 1-13,text,true,63067,360,14,14,https://uat.astrology.com/us/horoscope/monthly-love.aspx?when=last-month&sign=capricorn,160
1676660794882,1032,/us/horoscope/monthly-love.aspx?when=last-month&sign=scorpio,200,OK,Thread Group 1-2,text,true,63638,356,14,14,https://uat.astrology.com/us/horoscope/monthly-love.aspx?when=last-month&sign=scorpio,167
1676660795222,786,/us/horoscope/monthly-love.aspx?when=last-month&sign=aquarius,200,OK,Thread Group 1-11,text,true,63635,358,15,15,https://uat.astrology.com/us/horoscope/monthly-love.aspx?when=last-month&sign=aquarius,155
1676660794647,1417,/us/horoscope/monthly-overview.aspx?when=last-month&sign=pisces,200,OK,Thread Group 1-5,text,true,69800,362,15,15,https://uat.astrology.com/us/horoscope/monthly-overview.aspx?when=last-month&sign=pisces,155
1676660794764,1398,/us/horoscope/monthly-overview.aspx?when=last-month&sign=aquarius,200,OK,Thread Group 1-1,text,true,69949,366,15,15,https://uat.astrology.com/us/horoscope/monthly-overview.aspx?when=last-month&sign=aquarius,180
1676660795082,1156,/us/horoscope/monthly-love.aspx?when=last-month&sign=leo,200,OK,Thread Group 1-7,text,true,63264,348,15,15,https://uat.astrology.com/us/horoscope/monthly-love.aspx?when=last-month&sign=leo,157
1676660794723,1519,/us/horoscope/monthly-overview.aspx?when=last-month&sign=leo,200,OK,Thread Group 1-8,text,true,69788,356,15,15,https://uat.astrology.com/us/horoscope/monthly-overview.aspx?when=last-month&sign=leo,156
1676660795456,807,/us/horoscope/monthly-dating.aspx?when=last-month&sign=taurus,200,OK,Thread Group 1-3,text,true,63379,358,15,15,https://uat.astrology.com/us/horoscope/monthly-dating.aspx?when=last-month&sign=taurus,155
1676660795554,759,/us/horoscope/monthly-dating.aspx?when=last-month&sign=libra,200,OK,Thread Group 1-14,text,true,63177,356,15,15,https://uat.astrology.com/us/horoscope/monthly-dating.aspx?when=last-month&sign=libra,158
1676660795541,831,/us/horoscope/monthly-dating.aspx?when=last-month&sign=sagittarius,200,OK,Thread Group 1-10,text,true,63468,368,16,16,https://uat.astrology.com/us/horoscope/monthly-dating.aspx?when=last-month&sign=sagittarius,172
1676660795615,763,/us/horoscope/monthly-dating.aspx?when=last-month&sign=leo,200,OK,Thread Group 1-12,text,true,63209,352,16,16,https://uat.astrology.com/us/horoscope/monthly-dating.aspx?when=last-month&sign=leo,156
1676660795620,758,/us/horoscope/monthly-dating.aspx?when=last-month&sign=gemini,200,OK,Thread Group 1-4,text,true,63351,358,16,16,https://uat.astrology.com/us/horoscope/monthly-dating.aspx?when=last-month&sign=gemini,156
1676660795693,739,/us/horoscope/monthly-dating.aspx?when=last-month&sign=capricorn,200,OK,Thread Group 1-6,text,true,63347,364,16,16,https://uat.astrology.com/us/horoscope/monthly-dating.aspx?when=last-month&sign=capricorn,151
1676660795827,742,/us/horoscope/monthly-dating.aspx?when=last-month&sign=cancer,200,OK,Thread Group 1-9,text,true,63214,358,16,16,https://uat.astrology.com/us/horoscope/monthly-dating.aspx?when=last-month&sign=cancer,156
1676660795914,754,/us/horoscope/index-weekly.aspx,200,OK,Thread Group 1-2,text,true,66474,298,16,16,https://uat.astrology.com/us/horoscope/index-weekly.aspx,152
1676660795904,773,/us/horoscope/index-yearly-2023.aspx,200,OK,Thread Group 1-13,text,true,62105,308,16,16,https://uat.astrology.com/us/horoscope/index-yearly-2023.aspx,153
1676660795952,794,/us/horoscope/index-weekly-work.aspx,200,OK,Thread Group 1-15,text,true,71113,308,16,16,https://uat.astrology.com/us/horoscope/index-weekly-work.aspx,154
1676660796008,826,/us/horoscope/index-weekly-love.aspx,200,OK,Thread Group 1-11,text,true,70066,308,17,17,https://uat.astrology.com/us/horoscope/index-weekly-love.aspx,153
1676660796063,803,/us/horoscope/index-weekly-dating.aspx,200,OK,Thread Group 1-5,text,true,69841,312,17,17,https://uat.astrology.com/us/horoscope/index-weekly-dating.aspx,153
1676660796162,811,/us/horoscope/index-weekly-chinese.aspx,200,OK,Thread Group 1-1,text,true,71152,314,17,17,https://uat.astrology.com/us/horoscope/index-weekly-chinese.aspx,156
1676660796237,753,/us/horoscope/index-monthly.aspx,200,OK,Thread Group 1-7,text,true,68545,300,17,17,https://uat.astrology.com/us/horoscope/index-monthly.aspx,152
1676660796242,817,/us/horoscope/index-monthly-work.aspx,200,OK,Thread Group 1-8,text,true,71325,310,17,17,https://uat.astrology.com/us/horoscope/index-monthly-work.aspx,152
1676660796262,823,/us/horoscope/index-monthly-love.aspx,200,OK,Thread Group 1-3,text,true,70284,310,17,17,https://uat.astrology.com/us/horoscope/index-monthly-love.aspx,155
1676660796352,798,/us/horoscope/index-monthly-chinese.aspx,200,OK,Thread Group 1-16,text,true,71610,316,17,17,https://uat.astrology.com/us/horoscope/index-monthly-chinese.aspx,157
1676660796377,801,/us/horoscope/index-daily-dating.aspx,200,OK,Thread Group 1-4,text,true,72265,310,18,18,https://uat.astrology.com/us/horoscope/index-daily-dating.aspx,153
1676660796371,830,/us/horoscope/index-daily-work.aspx,200,OK,Thread Group 1-10,text,true,72964,306,18,18,https://uat.astrology.com/us/horoscope/index-daily-work.aspx,157
1676660796313,988,/us/horoscope/index-monthly-dating.aspx,200,OK,Thread Group 1-14,text,true,69929,314,18,18,https://uat.astrology.com/us/horoscope/index-monthly-dating.aspx,152
