timeStamp,label,responseCode,responseMessage,threadName,success,bytes,grpThreads,allThreads,URL,Latency,IdleTime
1675813579790,new.astrology.com/daily.html-0,301,Moved Permanently,new.astrology.com 1-14,true,295,25,25,http://new.astrology.com/daily.html,61,0
1675813579851,new.astrology.com/daily.html-1,301,Moved Permanently,new.astrology.com 1-14,true,598,25,25,https://new.astrology.com/daily.html,169,0
1675813580020,new.astrology.com/daily.html-2,200,OK,new.astrology.com 1-14,true,75066,25,25,https://new.astrology.com/horoscope/daily.html,518,0
1675813580184,new.astrology.com/daily.html,200,OK,new.astrology.com 1-7,true,75958,25,25,https://new.astrology.com/horoscope/daily.html,55,0
1675813580184,new.astrology.com/daily.html-0,301,Moved Permanently,new.astrology.com 1-7,true,295,25,25,http://new.astrology.com/daily.html,55,0
1675813580239,new.astrology.com/daily.html-1,301,Moved Permanently,new.astrology.com 1-7,true,598,25,25,https://new.astrology.com/daily.html,164,0
1675813580403,new.astrology.com/daily.html-2,200,OK,new.astrology.com 1-7,true,75065,25,25,https://new.astrology.com/horoscope/daily.html,233,0
1675813580197,new.astrology.com/daily.html,200,OK,new.astrology.com 1-3,true,75963,25,25,https://new.astrology.com/horoscope/daily.html,56,0
1675813580197,new.astrology.com/daily.html-0,301,Moved Permanently,new.astrology.com 1-3,true,295,25,25,http://new.astrology.com/daily.html,56,0
1675813580253,new.astrology.com/daily.html-1,301,Moved Permanently,new.astrology.com 1-3,true,598,25,25,https://new.astrology.com/daily.html,167,0
1675813580420,new.astrology.com/daily.html-2,200,OK,new.astrology.com 1-3,true,75070,25,25,https://new.astrology.com/horoscope/daily.html,230,0
1675813579989,new.astrology.com/daily.html,200,OK,new.astrology.com 1-24,true,75960,25,25,https://new.astrology.com/horoscope/daily.html,56,0
1675813579989,new.astrology.com/daily.html-0,301,Moved Permanently,new.astrology.com 1-24,true,295,25,25,http://new.astrology.com/daily.html,56,0
1675813580045,new.astrology.com/daily.html-1,301,Moved Permanently,new.astrology.com 1-24,true,598,25,25,https://new.astrology.com/daily.html,162,0
1675813580207,new.astrology.com/daily.html-2,200,OK,new.astrology.com 1-24,true,75067,25,25,https://new.astrology.com/horoscope/daily.html,424,0
1675813580255,new.astrology.com/daily.html,200,OK,new.astrology.com 1-23,true,75960,25,25,https://new.astrology.com/horoscope/daily.html,65,0
1675813580255,new.astrology.com/daily.html-0,301,Moved Permanently,new.astrology.com 1-23,true,295,25,25,http://new.astrology.com/daily.html,65,0
1675813580320,new.astrology.com/daily.html-1,301,Moved Permanently,new.astrology.com 1-23,true,598,25,25,https://new.astrology.com/daily.html,170,0
1675813580490,new.astrology.com/daily.html-2,200,OK,new.astrology.com 1-23,true,75067,25,25,https://new.astrology.com/horoscope/daily.html,245,0
1675813580374,new.astrology.com/daily.html,200,OK,new.astrology.com 1-5,true,75959,25,25,https://new.astrology.com/horoscope/daily.html,53,0
1675813580374,new.astrology.com/daily.html-0,301,Moved Permanently,new.astrology.com 1-5,true,295,25,25,http://new.astrology.com/daily.html,53,0
1675813580427,new.astrology.com/daily.html-1,301,Moved Permanently,new.astrology.com 1-5,true,598,25,25,https://new.astrology.com/daily.html,164,0
1675813580591,new.astrology.com/daily.html-2,200,OK,new.astrology.com 1-5,true,75066,25,25,https://new.astrology.com/horoscope/daily.html,241,0
1675813580305,new.astrology.com/daily.html,200,OK,new.astrology.com 1-6,true,75960,25,25,https://new.astrology.com/horoscope/daily.html,65,0
1675813580305,new.astrology.com/daily.html-0,301,Moved Permanently,new.astrology.com 1-6,true,295,25,25,http://new.astrology.com/daily.html,65,0
1675813580370,new.astrology.com/daily.html-1,301,Moved Permanently,new.astrology.com 1-6,true,598,25,25,https://new.astrology.com/daily.html,163,0
1675813580533,new.astrology.com/daily.html-2,200,OK,new.astrology.com 1-6,true,75067,25,25,https://new.astrology.com/horoscope/daily.html,256,0
1675813579890,new.astrology.com/daily.html,200,OK,new.astrology.com 1-11,true,75960,25,25,https://new.astrology.com/horoscope/daily.html,57,0
1675813579890,new.astrology.com/daily.html-0,301,Moved Permanently,new.astrology.com 1-11,true,295,25,25,http://new.astrology.com/daily.html,57,0
1675813579947,new.astrology.com/daily.html-1,301,Moved Permanently,new.astrology.com 1-11,true,598,25,25,https://new.astrology.com/daily.html,173,0
1675813580120,new.astrology.com/daily.html-2,200,OK,new.astrology.com 1-11,true,75067,25,25,https://new.astrology.com/horoscope/daily.html,804,0
1675813579990,new.astrology.com/daily.html,200,OK,new.astrology.com 1-9,true,75958,25,25,https://new.astrology.com/horoscope/daily.html,57,0
1675813579990,new.astrology.com/daily.html-0,301,Moved Permanently,new.astrology.com 1-9,true,295,25,25,http://new.astrology.com/daily.html,57,0
1675813580047,new.astrology.com/daily.html-1,301,Moved Permanently,new.astrology.com 1-9,true,598,25,25,https://new.astrology.com/daily.html,173,0
1675813580220,new.astrology.com/daily.html-2,200,OK,new.astrology.com 1-9,true,75065,25,25,https://new.astrology.com/horoscope/daily.html,715,0
1675813580254,new.astrology.com/daily.html,200,OK,new.astrology.com 1-12,true,75959,25,25,https://new.astrology.com/horoscope/daily.html,55,0
1675813580254,new.astrology.com/daily.html-0,301,Moved Permanently,new.astrology.com 1-12,true,295,25,25,http://new.astrology.com/daily.html,55,0
1675813580309,new.astrology.com/daily.html-1,301,Moved Permanently,new.astrology.com 1-12,true,598,25,25,https://new.astrology.com/daily.html,161,0
1675813580470,new.astrology.com/daily.html-2,200,OK,new.astrology.com 1-12,true,75066,25,25,https://new.astrology.com/horoscope/daily.html,475,0
1675813580625,new.astrology.com/daily.html,200,OK,new.astrology.com 1-16,true,75962,25,25,https://new.astrology.com/horoscope/daily.html,57,0
1675813580625,new.astrology.com/daily.html-0,301,Moved Permanently,new.astrology.com 1-16,true,295,25,25,http://new.astrology.com/daily.html,57,0
1675813580682,new.astrology.com/daily.html-1,301,Moved Permanently,new.astrology.com 1-16,true,598,25,25,https://new.astrology.com/daily.html,166,0
1675813580849,new.astrology.com/daily.html-2,200,OK,new.astrology.com 1-16,true,75069,25,25,https://new.astrology.com/horoscope/daily.html,239,0
1675813580622,new.astrology.com/daily.html,200,OK,new.astrology.com 1-22,true,75959,25,25,https://new.astrology.com/horoscope/daily.html,54,0
1675813580622,new.astrology.com/daily.html-0,301,Moved Permanently,new.astrology.com 1-22,true,295,25,25,http://new.astrology.com/daily.html,54,0
1675813580676,new.astrology.com/daily.html-1,301,Moved Permanently,new.astrology.com 1-22,true,598,25,25,https://new.astrology.com/daily.html,176,0
1675813580852,new.astrology.com/daily.html-2,200,OK,new.astrology.com 1-22,true,75066,25,25,https://new.astrology.com/horoscope/daily.html,238,0
1675813580027,new.astrology.com/daily.html,200,OK,new.astrology.com 1-15,true,75963,25,25,https://new.astrology.com/horoscope/daily.html,57,0
1675813580027,new.astrology.com/daily.html-0,301,Moved Permanently,new.astrology.com 1-15,true,295,25,25,http://new.astrology.com/daily.html,57,0
1675813580084,new.astrology.com/daily.html-1,301,Moved Permanently,new.astrology.com 1-15,true,598,25,25,https://new.astrology.com/daily.html,170,0
1675813580254,new.astrology.com/daily.html-2,200,OK,new.astrology.com 1-15,true,75070,25,25,https://new.astrology.com/horoscope/daily.html,745,0
1675813580121,new.astrology.com/daily.html,200,OK,new.astrology.com 1-17,true,75959,25,25,https://new.astrology.com/horoscope/daily.html,55,0
1675813580121,new.astrology.com/daily.html-0,301,Moved Permanently,new.astrology.com 1-17,true,295,25,25,http://new.astrology.com/daily.html,55,0
1675813580176,new.astrology.com/daily.html-1,301,Moved Permanently,new.astrology.com 1-17,true,598,25,25,https://new.astrology.com/daily.html,159,0
1675813580335,new.astrology.com/daily.html-2,200,OK,new.astrology.com 1-17,true,75066,25,25,https://new.astrology.com/horoscope/daily.html,715,0
1675813580732,new.astrology.com/daily.html,200,OK,new.astrology.com 1-24,true,75959,25,25,https://new.astrology.com/horoscope/daily.html,53,0
1675813580732,new.astrology.com/daily.html-0,301,Moved Permanently,new.astrology.com 1-24,true,295,25,25,http://new.astrology.com/daily.html,53,0
1675813580785,new.astrology.com/daily.html-1,301,Moved Permanently,new.astrology.com 1-24,true,598,25,25,https://new.astrology.com/daily.html,164,0
1675813580949,new.astrology.com/daily.html-2,200,OK,new.astrology.com 1-24,true,75066,25,25,https://new.astrology.com/horoscope/daily.html,240,0
1675813580129,new.astrology.com/daily.html,200,OK,new.astrology.com 1-25,true,75959,25,25,https://new.astrology.com/horoscope/daily.html,61,0
1675813580129,new.astrology.com/daily.html-0,301,Moved Permanently,new.astrology.com 1-25,true,295,25,25,http://new.astrology.com/daily.html,61,0
1675813580190,new.astrology.com/daily.html-1,301,Moved Permanently,new.astrology.com 1-25,true,598,25,25,https://new.astrology.com/daily.html,159,0
1675813580349,new.astrology.com/daily.html-2,200,OK,new.astrology.com 1-25,true,75066,25,25,https://new.astrology.com/horoscope/daily.html,752,0
1675813580474,new.astrology.com/daily.html,200,OK,new.astrology.com 1-8,true,75960,25,25,https://new.astrology.com/horoscope/daily.html,55,0
1675813580474,new.astrology.com/daily.html-0,301,Moved Permanently,new.astrology.com 1-8,true,295,25,25,http://new.astrology.com/daily.html,55,0
1675813580529,new.astrology.com/daily.html-1,301,Moved Permanently,new.astrology.com 1-8,true,598,25,25,https://new.astrology.com/daily.html,155,0
1675813580684,new.astrology.com/daily.html-2,200,OK,new.astrology.com 1-8,true,75067,25,25,https://new.astrology.com/horoscope/daily.html,443,0
1675813580221,new.astrology.com/daily.html,200,OK,new.astrology.com 1-19,true,75961,25,25,https://new.astrology.com/horoscope/daily.html,55,0
1675813580221,new.astrology.com/daily.html-0,301,Moved Permanently,new.astrology.com 1-19,true,295,25,25,http://new.astrology.com/daily.html,55,0
1675813580276,new.astrology.com/daily.html-1,301,Moved Permanently,new.astrology.com 1-19,true,598,25,25,https://new.astrology.com/daily.html,158,0
1675813580434,new.astrology.com/daily.html-2,200,OK,new.astrology.com 1-19,true,75068,25,25,https://new.astrology.com/horoscope/daily.html,738,0
1675813580833,new.astrology.com/daily.html,200,OK,new.astrology.com 1-5,true,75958,25,25,https://new.astrology.com/horoscope/daily.html,54,0
1675813580833,new.astrology.com/daily.html-0,301,Moved Permanently,new.astrology.com 1-5,true,295,25,25,http://new.astrology.com/daily.html,54,0
1675813580887,new.astrology.com/daily.html-1,301,Moved Permanently,new.astrology.com 1-5,true,598,25,25,https://new.astrology.com/daily.html,159,0
1675813581047,new.astrology.com/daily.html-2,200,OK,new.astrology.com 1-5,true,75065,25,25,https://new.astrology.com/horoscope/daily.html,234,0
1675813580188,new.astrology.com/daily.html,200,OK,new.astrology.com 1-18,true,75960,25,25,https://new.astrology.com/horoscope/daily.html,56,0
1675813580188,new.astrology.com/daily.html-0,301,Moved Permanently,new.astrology.com 1-18,true,295,25,25,http://new.astrology.com/daily.html,56,0
1675813580244,new.astrology.com/daily.html-1,301,Moved Permanently,new.astrology.com 1-18,true,598,25,25,https://new.astrology.com/daily.html,165,0
1675813580409,new.astrology.com/daily.html-2,200,OK,new.astrology.com 1-18,true,75067,25,25,https://new.astrology.com/horoscope/daily.html,812,0
1675813580602,new.astrology.com/daily.html,200,OK,new.astrology.com 1-1,true,75958,25,25,https://new.astrology.com/horoscope/daily.html,55,0
